Citations,Tectonic Setting,Location,Rock Name,Rock Type,SiO2,TiO2,Al2O3,Fe2O3,CAO,MGO,FEO
[16952],RIFT VOLCANICS,ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ROSS SEA RIFT / MOUNT RITTMANN,COMENDITIC RHYOLITE [16952],VOL,69.93,0.23,14.26,1.7,0.66,0.12,1.5
[16952],RIFT VOLCANICS,ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ROSS SEA RIFT / MOUNT RITTMANN,COMENDITIC RHYOLITE [16952],VOL,74.82,0.21,11.17,1.49,0.33,0.06,1.79
[16952],RIFT VOLCANICS,ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ROSS SEA RIFT / MOUNT RITTMANN,COMENDITIC RHYOLITE [16952],VOL,74.88,0.2,11.08,2.32,0.32,0.07,0.9
[21101],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT,COMENDITIC RHYOLITE [21101],VOL,69.27,0.5,11.88,6.48,19.0,0.19,0.49
[5431],CONVERGENT MARGIN,BISMARCK ARC - NEW BRITAIN ARC / BISMARCK ARC - NEW BRITAIN ARC / D^ENTRECASTEAUX ISLANDS,COMENDITIC RHYOLITE [5431],VOL,69.03,0.33,14.64,2.42,0.41,0.32,0.97
[5431],CONVERGENT MARGIN,BISMARCK ARC - NEW BRITAIN ARC / BISMARCK ARC - NEW BRITAIN ARC / D^ENTRECASTEAUX ISLANDS,COMENDITIC RHYOLITE [5431],VOL,69.65,0.42,14.03,1.2,0.41,0.07,2.09
[5431],CONVERGENT MARGIN,BISMARCK ARC - NEW BRITAIN ARC / BISMARCK ARC - NEW BRITAIN ARC / D^ENTRECASTEAUX ISLANDS,COMENDITIC RHYOLITE [5431],VOL,70.68,0.28,14.09,0.99,0.33,0.15,1.86
[5431],CONVERGENT MARGIN,BISMARCK ARC - NEW BRITAIN ARC / BISMARCK ARC - NEW BRITAIN ARC / D^ENTRECASTEAUX ISLANDS,COMENDITIC RHYOLITE [5431],VOL,70.18,0.29,12.52,3.19,0.42,0.13,1.55
[5431],CONVERGENT MARGIN,BISMARCK ARC - NEW BRITAIN ARC / BISMARCK ARC - NEW BRITAIN ARC / D^ENTRECASTEAUX ISLANDS,COMENDITIC RHYOLITE [5431],VOL,72.43,0.25,10.5,2.0,0.17,0.04,2.58
[1427][798],OCEAN ISLAND,EASTER SEAMOUNT CHAIN - SALAS Y GOMEZ RIDGE / EASTER ISLAND (RAPA NUI) / RANO KAU,COMENDITIC RHYOLITE [1427],VOL,72.6,0.2,12.78,0.88,0.69,0.01,2.02
[1427][798],OCEAN ISLAND,EASTER SEAMOUNT CHAIN - SALAS Y GOMEZ RIDGE / EASTER ISLAND (RAPA NUI) / RANO KAU,COMENDITIC RHYOLITE [1427],VOL,72.7,0.2,12.87,0.86,0.62,0.0,2.06
[8059][8057][8060],RIFT VOLCANICS,EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / GREATER OLKARIA(NAIVASHA) / LOWER COMENDITE MEMBER,COMENDITIC RHYOLITE [8059],VOL,75.2,0.17,12.11,0.83,0.44,0.07,1.06
[8059],RIFT VOLCANICS,EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / GREATER OLKARIA(NAIVASHA) / LOWER COMENDITE MEMBER,COMENDITIC RHYOLITE [8059],VOL,74.7,0.15,12.11,0.94,0.65,0.08,1.05
[8059],RIFT VOLCANICS,EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / GREATER OLKARIA(NAIVASHA) / LOWER COMENDITE MEMBER,COMENDITIC RHYOLITE [8059],VOL,75.0,0.23,12.33,2.25,0.17,0.04,0.03
[8059],RIFT VOLCANICS,EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / GREATER OLKARIA(NAIVASHA) / LOWER COMENDITE MEMBER,COMENDITIC RHYOLITE [8059],VOL,74.9,0.15,12.11,0.92,0.48,0.05,1.02
[8059],RIFT VOLCANICS,EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / GREATER OLKARIA(NAIVASHA) / LOWER COMENDITE MEMBER,COMENDITIC RHYOLITE [8059],VOL,76.4,0.16,11.41,1.89,0.36,0.01,0.08
[8059][8060],RIFT VOLCANICS,EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / GREATER OLKARIA(NAIVASHA) / LOWER COMENDITE MEMBER,COMENDITIC RHYOLITE [8059],VOL,73.7,0.23,10.64,1.93,0.21,0.01,1.62
[8059],RIFT VOLCANICS,EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / GREATER OLKARIA(NAIVASHA) / LOWER COMENDITE MEMBER,COMENDITIC RHYOLITE [8059],VOL,73.8,0.22,10.64,1.72,0.22,0.01,1.81
[8059],RIFT VOLCANICS,EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / GREATER OLKARIA(NAIVASHA) / UPPER COMENDITE MEMBER,COMENDITIC RHYOLITE [8059],VOL,73.5,0.34,10.59,1.67,0.55,0.03,1.93
[8059],RIFT VOLCANICS,EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / GREATER OLKARIA(NAIVASHA) / UPPER COMENDITE MEMBER,COMENDITIC RHYOLITE [8059],VOL,74.5,0.22,10.57,1.64,0.21,0.01,1.98
[8059][8061],RIFT VOLCANICS,EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / GREATER OLKARIA(NAIVASHA) / UPPER COMENDITE MEMBER,COMENDITIC RHYOLITE [8059] / RHYOLITE [8061],VOL,74.6,0.18,10.67,1.38,0.18,0.01,1.89
[8059][8057][8061],RIFT VOLCANICS,EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / GREATER OLKARIA(NAIVASHA) / UPPER COMENDITE MEMBER,COMENDITIC RHYOLITE [8059] / RHYOLITE [8061],VOL,74.2,0.18,10.62,1.61,0.15,0.01,2.0
[8059][8057],RIFT VOLCANICS,EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / GREATER OLKARIA(NAIVASHA) / UPPER COMENDITE MEMBER,COMENDITIC RHYOLITE [8059],VOL,74.1,0.21,10.67,1.87,0.25,0.01,1.87
[8059][8061],RIFT VOLCANICS,EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / GREATER OLKARIA(NAIVASHA) / UPPER COMENDITE MEMBER,COMENDITIC RHYOLITE [8059] / RHYOLITE [8061],VOL,74.5,0.18,10.42,1.55,0.14,0.01,2.05
[8059][8061],RIFT VOLCANICS,EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / GREATER OLKARIA(NAIVASHA) / UPPER COMENDITE MEMBER,COMENDITIC RHYOLITE [8059] / RHYOLITE [8061],VOL,74.3,0.16,10.36,1.61,0.14,0.01,2.02
[8059],RIFT VOLCANICS,EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / GREATER OLKARIA(NAIVASHA) / OLOLBUTOT COMENDITE,COMENDITIC RHYOLITE [8059],VOL,73.5,0.23,10.46,1.66,0.59,0.02,1.99
[8059][8057][9695],RIFT VOLCANICS,EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / GREATER OLKARIA(NAIVASHA) / MIDDLE COMENDITE MEMBER,COMENDITIC RHYOLITE [8059],VOL,72.9,0.23,10.44,1.9,0.15,0.02,2.21
[8059][8057][9695],RIFT VOLCANICS,EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / GREATER OLKARIA(NAIVASHA) / MIDDLE COMENDITE MEMBER,COMENDITIC RHYOLITE [8059],VOL,72.5,0.24,10.32,1.93,0.15,0.02,2.25
[8059][8057][9695],RIFT VOLCANICS,EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / GREATER OLKARIA(NAIVASHA) / MIDDLE COMENDITE MEMBER,COMENDITIC RHYOLITE [8059],VOL,73.1,0.33,10.52,1.93,0.13,0.02,2.15
[8059][8061],RIFT VOLCANICS,EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / GREATER OLKARIA(NAIVASHA) / UPPER COMENDITE MEMBER,COMENDITIC RHYOLITE [8059] / RHYOLITE [8061],VOL,74.8,0.18,10.46,1.51,0.14,0.01,2.04
[8059][8060],RIFT VOLCANICS,EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / GREATER OLKARIA(NAIVASHA) / LOWER COMENDITE MEMBER,COMENDITIC RHYOLITE [8059],VOL,74.9,0.35,10.81,1.36,0.36,0.03,1.82
[8059],RIFT VOLCANICS,EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / GREATER OLKARIA(NAIVASHA) / UPPER COMENDITE MEMBER,COMENDITIC RHYOLITE [8059],VOL,74.5,0.3,10.75,1.41,0.26,0.02,1.77
[8059][8057],RIFT VOLCANICS,EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / GREATER OLKARIA(NAIVASHA) / UPPER COMENDITE MEMBER,COMENDITIC RHYOLITE [8059],VOL,74.1,0.3,10.64,1.67,0.22,0.01,2.0
[8059][9695],RIFT VOLCANICS,EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / GREATER OLKARIA(NAIVASHA) / OLOLBUTOT COMENDITE,COMENDITIC RHYOLITE [8059],VOL,73.5,0.22,10.23,1.87,0.18,0.02,2.27
[8059][9695],RIFT VOLCANICS,EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / GREATER OLKARIA(NAIVASHA) / OLOLBUTOT COMENDITE,COMENDITIC RHYOLITE [8059],VOL,73.3,0.22,10.45,1.61,0.19,0.01,2.01
[8059][9695],RIFT VOLCANICS,EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / GREATER OLKARIA(NAIVASHA) / OLOLBUTOT COMENDITE,COMENDITIC RHYOLITE [8059],VOL,73.0,0.29,10.32,1.89,0.21,0.01,2.3
[8059][8061],RIFT VOLCANICS,EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / GREATER OLKARIA(NAIVASHA) / OLOLBUTOT COMENDITE,COMENDITIC RHYOLITE [8059] / RHYOLITE [8061],VOL,74.5,0.18,10.38,1.58,0.14,0.01,2.05
[8059][8061],RIFT VOLCANICS,EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / GREATER OLKARIA(NAIVASHA) / OLOLBUTOT COMENDITE,COMENDITIC RHYOLITE [8059] / RHYOLITE [8061],VOL,74.7,0.18,10.47,1.58,0.14,0.01,2.05
[8059],RIFT VOLCANICS,EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / GREATER OLKARIA(NAIVASHA) / OLOLBUTOT COMENDITE,COMENDITIC RHYOLITE [8059],VOL,74.0,0.2,10.44,1.61,0.18,0.02,2.03
[6436],CONVERGENT MARGIN,BISMARCK ARC - NEW BRITAIN ARC / BISMARCK ARC - NEW BRITAIN ARC / D^ENTRECASTEAUX ISLANDS,COMENDITIC RHYOLITE [6436],VOL,69.6,0.3,14.01,1.17,0.35,0.08,2.11
[6436],CONVERGENT MARGIN,BISMARCK ARC - NEW BRITAIN ARC / BISMARCK ARC - NEW BRITAIN ARC / D^ENTRECASTEAUX ISLANDS,COMENDITIC RHYOLITE [6436],VOL,71.65,0.29,12.04,1.52,0.26,0.14,2.54
[6436],CONVERGENT MARGIN,BISMARCK ARC - NEW BRITAIN ARC / BISMARCK ARC - NEW BRITAIN ARC / D^ENTRECASTEAUX ISLANDS,COMENDITIC RHYOLITE [6436],VOL,73.57,0.25,10.67,1.99,0.17,0.05,2.62
[635],OCEAN ISLAND,AZORES / TERCEIRA / RAMINHO,COMENDITIC RHYOLITE [635],VOL,67.5,0.6,14.0,1.9,0.7,0.4,2.9
[635],OCEAN ISLAND,AZORES / TERCEIRA,COMENDITIC RHYOLITE [635],VOL,68.4,0.5,12.8,1.5,0.8,0.2,3.6
[1286],OCEAN ISLAND,MASCARENE ISLANDS INCL. REUNION / REUNION / PITON DES NEIGES,COMENDITIC RHYOLITE [1286],VOL,68.67,0.22,15.95,2.53,0.4,0.15,0.1
[1286],OCEAN ISLAND,MASCARENE ISLANDS INCL. REUNION / REUNION / PITON DES NEIGES,COMENDITIC RHYOLITE [1286],VOL,69.9,0.08,14.8,1.83,0.67,0.0,0.72
[9490],INTRAPLATE VOLCANICS,AUSTRALIA / EASTERN AUSTRALIAN CENOZOIC VOLCANIC ZONE / QUEENSLAND / GLASS HOUSE MOUNTAINS VOLCANIC CENTRE,COMENDITIC RHYOLITE [9490],VOL,72.46,0.15,11.46,2.02,0.12,0.0,2.03
[9490],INTRAPLATE VOLCANICS,AUSTRALIA / EASTERN AUSTRALIAN CENOZOIC VOLCANIC ZONE / QUEENSLAND / MOUNT COOLUM VOLCANIC CENTRE,COMENDITIC RHYOLITE [9490],VOL,74.52,0.14,11.6,1.63,0.07,0.03,1.19
[9650],INTRAPLATE VOLCANICS,AUSTRALIA / EASTERN AUSTRALIAN CENOZOIC VOLCANIC ZONE / NEW SOUTH WALES / TWEED / MAIN RANGE VOLCANICS - LAMINGTON GROUP,COMENDITIC RHYOLITE [9650],VOL,73.9,0.21,11.43,1.85,0.08,0.06,0.48
[1419][1427],OCEAN ISLAND,ICELAND / ICELAND / SETBERG,RHYOLITE [1419] / COMENDITIC RHYOLITE [1427],VOL,75.0,0.08,13.5,1.0,0.2,0.01,1.0
[798],OCEAN ISLAND,EASTER SEAMOUNT CHAIN - SALAS Y GOMEZ RIDGE / EASTER ISLAND (RAPA NUI) / RANO KAU,COMENDITIC RHYOLITE [798],VOL,72.3,0.21,13.18,0.82,0.84,0.01,2.25
[1362],OCEAN ISLAND,CANARY ISLANDS / GRAN CANARIA / MOGAN FORMATION / POST-SHIELD STAGE,COMENDITIC RHYOLITE [1362],VOL,68.2,0.9,13.9,3.0,0.9,0.3,0.17
[10334][9617],CONVERGENT MARGIN,LIGURIA-SARDO-TYRRHENIAN ARC / SARDINIA / SOUTHERN SARDINIA,COMENDITIC RHYOLITE [10334],VOL,73.34,0.23,10.41,3.57,0.2,0.1,1.6
[8357][9237],INTRAPLATE VOLCANICS,ARABIAN-NUBIAN SHIELD / YEMEN / ADEN REGION / JEBEL KHARIZ,COMENDITIC RHYOLITE [8357],VOL,68.3,0.45,11.65,4.84,2.4,0.33,0.08
[2043],OCEAN ISLAND,ICELAND / ICELAND / TINDFJALLAJÖKULL / THORSMÖRK IGNIMBRITE,COMENDITIC RHYOLITE [2043],VOL,70.09,0.27,11.91,0.82,0.93,0.15,2.13
[2043],OCEAN ISLAND,ICELAND / ICELAND / TINDFJALLAJÖKULL / THORSMÖRK IGNIMBRITE,COMENDITIC RHYOLITE [2043],VOL,73.57,0.28,12.5,0.86,0.98,0.16,2.24
[750],OCEAN ISLAND,BOUVET / BOUVET,COMENDITIC RHYOLITE [750],VOL,68.64,0.26,13.42,1.94,0.68,0.05,2.64
[750],OCEAN ISLAND,BOUVET / BOUVET,COMENDITIC RHYOLITE [750],VOL,68.51,0.27,13.56,2.41,0.76,0.02,2.1
[750],OCEAN ISLAND,BOUVET / BOUVET,COMENDITIC RHYOLITE [750],VOL,68.97,0.27,13.32,0.95,0.82,0.05,3.24
[750],OCEAN ISLAND,BOUVET / BOUVET,COMENDITIC RHYOLITE [750],VOL,68.74,0.29,13.46,2.21,0.71,0.05,2.15
[750],OCEAN ISLAND,BOUVET / BOUVET,COMENDITIC RHYOLITE [750],VOL,68.29,0.3,13.88,1.69,0.73,0.05,2.69
[750],OCEAN ISLAND,BOUVET / BOUVET,COMENDITIC RHYOLITE [750],VOL,68.68,0.28,13.64,2.77,0.65,0.04,1.78
[750],OCEAN ISLAND,BOUVET / BOUVET,COMENDITIC RHYOLITE [750],VOL,68.29,0.28,13.19,3.29,0.44,0.01,1.32
[750],OCEAN ISLAND,BOUVET / BOUVET,COMENDITIC RHYOLITE [750],VOL,70.95,0.3,13.86,2.26,0.42,0.03,2.17
[750],OCEAN ISLAND,BOUVET / BOUVET,COMENDITIC RHYOLITE [750],VOL,68.94,0.24,13.4,0.98,0.72,0.01,3.34
[750],OCEAN ISLAND,BOUVET / BOUVET,COMENDITIC RHYOLITE [750],VOL,69.04,0.25,13.0,1.11,0.7,0.01,3.31
[750],OCEAN ISLAND,BOUVET / BOUVET,COMENDITIC RHYOLITE [750],VOL,69.09,0.27,13.1,1.05,0.72,0.02,3.38
[750],OCEAN ISLAND,BOUVET / BOUVET,COMENDITIC RHYOLITE [750],VOL,66.92,0.33,13.19,1.55,1.0,0.12,3.01
[7625],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ASELA IGNIMBRITE,COMENDITIC RHYOLITE [7625],VOL,73.5,0.38,10.76,5.01,0.23,0.25,0.11
[7625],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ASELA IGNIMBRITE,COMENDITIC RHYOLITE [7625],VOL,73.97,0.36,10.6,3.46,0.3,0.22,1.45
[7625],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / TULU MOYE-HATE UNIT,COMENDITIC RHYOLITE [7625],VOL,69.75,0.35,11.89,2.25,0.59,0.23,2.35
[7625],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ALUTO MARECHA UNIT,COMENDITIC RHYOLITE [7625],VOL,74.76,0.23,12.18,1.73,0.38,0.21,0.61
[7625],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ALUTO MARECHA UNIT,COMENDITIC RHYOLITE [7625],VOL,74.91,0.23,12.22,1.38,0.38,0.21,0.94
[8059],RIFT VOLCANICS,EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / GREATER OLKARIA(NAIVASHA) / LOWER COMENDITE MEMBER,COMENDITIC RHYOLITE [8059],VOL,75.2,0.2,12.17,0.88,0.53,0.07,1.04
[8059],RIFT VOLCANICS,EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / GREATER OLKARIA(NAIVASHA),COMENDITIC RHYOLITE [8059],VOL,75.7,0.26,11.09,2.65,0.26,0.02,0.04
[8059],RIFT VOLCANICS,EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / GREATER OLKARIA(NAIVASHA) / LOWER COMENDITE MEMBER,COMENDITIC RHYOLITE [8059],VOL,75.4,0.18,12.09,0.87,0.46,0.04,0.97
[8059],RIFT VOLCANICS,EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / GREATER OLKARIA(NAIVASHA) / LOWER COMENDITE MEMBER,COMENDITIC RHYOLITE [8059],VOL,74.9,0.26,12.09,0.93,0.43,0.04,0.98
[8059],RIFT VOLCANICS,EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / GREATER OLKARIA(NAIVASHA),COMENDITIC RHYOLITE [8059],VOL,75.9,0.14,12.13,0.79,0.39,0.05,1.11
[8059],RIFT VOLCANICS,EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / GREATER OLKARIA(NAIVASHA) / UPPER COMENDITE MEMBER,COMENDITIC RHYOLITE [8059],VOL,73.9,0.27,10.55,1.71,0.17,0.01,1.98
[8059],RIFT VOLCANICS,EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / GREATER OLKARIA(NAIVASHA),COMENDITIC RHYOLITE [8059],VOL,74.9,0.3,10.62,3.09,0.21,0.02,0.71
[8059],RIFT VOLCANICS,EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / GREATER OLKARIA(NAIVASHA) / OLOLBUTOT COMENDITE,COMENDITIC RHYOLITE [8059],VOL,74.6,0.18,10.53,1.55,0.15,0.01,2.05
[1061][25435][1122],OCEAN ISLAND,ICELAND / ICELAND,COMENDITIC RHYOLITE [1061] / BASALT [25435],VOL,72.87,0.3,12.26,1.49,0.47,0.07,1.83
[1445],OCEAN ISLAND,REVILLAGIGEDO ARCHIPELAGO / SOCORRO,COMENDITIC RHYOLITE [1445],VOL,64.08,0.48,13.69,4.37,1.22,0.06,3.07
[1445],OCEAN ISLAND,REVILLAGIGEDO ARCHIPELAGO / SOCORRO / PRE-CALDERA STAGE,COMENDITIC RHYOLITE [1445],VOL,65.46,0.53,12.95,3.5,0.89,0.47,3.78
[1445],OCEAN ISLAND,REVILLAGIGEDO ARCHIPELAGO / SOCORRO,COMENDITIC RHYOLITE [1445],VOL,66.82,0.44,12.76,3.77,0.75,0.14,3.14
[8564],CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HONSHU / DAIJIMA STAGE,"COMENDITIC RHYOLITE, AEGIRINE-ARFVEDSONITE [8564]",VOL,76.62,0.48,11.08,1.44,0.22,0.07,1.03
[1454],OCEAN ISLAND,MASCARENE ISLANDS INCL. REUNION / REUNION / PITON DES NEIGES / DIFFERENTIATED SERIES,COMENDITIC RHYOLITE [1454],VOL,69.9,0.08,14.8,1.83,0.67,0.0,0.72
[2924],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / AFAR DEPRESSION / BOINA FUMAROLE FIELD,COMENDITIC RHYOLITE [2924],VOL,69.91,0.43,13.14,2.83,0.71,0.01,1.53
[1427],OCEAN ISLAND,ASCENSION / ASCENSION,COMENDITIC RHYOLITE [1427],VOL,71.4,0.23,12.4,1.22,0.47,0.03,2.14
[1427],OCEAN ISLAND,BOUVET / BOUVET,COMENDITIC RHYOLITE [1427],VOL,70.2,0.31,12.55,1.14,0.77,0.02,3.1
[1427],OCEAN ISLAND,BOUVET / BOUVET,COMENDITIC RHYOLITE [1427],VOL,69.5,0.32,13.25,1.05,0.88,0.02,3.21
[1427],OCEAN ISLAND,EASTER SEAMOUNT CHAIN - SALAS Y GOMEZ RIDGE / EASTER ISLAND (RAPA NUI),COMENDITIC RHYOLITE [1427],VOL,72.3,0.21,13.18,0.82,0.84,0.01,2.25
[1427],OCEAN ISLAND,ICELAND / ICELAND / LJOSUFJOELL,COMENDITIC RHYOLITE [1427],VOL,74.3,0.15,12.01,0.88,0.32,0.0,1.46
[1427],OCEAN ISLAND,ICELAND / ICELAND,COMENDITIC RHYOLITE [1427],VOL,73.6,0.2,12.04,1.26,0.38,0.05,1.87
[1347],CONVERGENT MARGIN,NEW ZEALAND / COROMANDEL-TAUPO / TAUPO VOLCANIC ZONE / MAYOR ISLAND,COMENDITIC RHYOLITE [1347],VOL,72.63,0.25,9.73,2.84,0.37,0.03,2.88
[1347],CONVERGENT MARGIN,NEW ZEALAND / COROMANDEL-TAUPO / TAUPO VOLCANIC ZONE / MAYOR ISLAND,COMENDITIC RHYOLITE [1347],VOL,72.5,0.23,9.67,4.42,0.34,0.28,1.53
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,67.15,0.44,13.45,3.28,1.03,0.07,3.06
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,66.68,0.48,12.93,3.15,1.57,0.11,3.33
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,67.91,0.46,12.98,3.41,1.26,0.09,2.93
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,68.53,0.42,12.91,3.26,0.95,0.12,2.83
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,67.84,0.44,13.11,2.67,1.07,0.07,3.55
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,67.0,0.45,13.91,2.88,0.97,0.11,3.17
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,66.56,0.45,13.87,2.44,1.04,0.07,3.19
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,68.95,0.34,12.88,2.74,0.93,0.2,2.48
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,67.09,0.46,13.98,3.01,1.1,0.07,2.73
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,67.43,0.34,12.62,2.65,1.61,0.08,2.48
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,69.08,0.35,12.72,3.49,0.77,0.27,1.79
[2929],RIFT VOLCANICS,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / BOSETI VOLCANIC COMPLEX,COMENDITIC RHYOLITE [2929],VOL,68.96,0.34,12.38,3.29,0.93,0.07,2.0
